SMILES
CC(CN(C)C)CN1c(cc(cc2)OC)c2Sc2c1cccc2
NCCCC[C@@H](C(NCC(N)=O)=O)NC([C@H](CCC1)N1C([C@H](CSSC[C@@H](C(N[C@@H](Cc(cc1)ccc1O)C(N[C@H](Cc1ccccc1)C(N[C@@H](CCC(N)=O)C(N[C@H]1CC(N)=O)=O)=O)=O)=O)N)NC1=O)=O)=O
CCC(C)C(C)(COC(N)=O)COC(N)=O
CN(C)[C@H]([C@@H]([C@@H]([C@@H](C(c(c(C1=O)c(cc2)O)c2Cl)=C)C1=C1O)O)[C@@]11O)C(O)=C(C(N)=O)C1=O
CC(C(c1c2cccc1)=O)=CC2=O
CN(C)[C@H]([C@@H]([C@@H]([C@@H](C(c1cccc(O)c1C1=O)=C)C1=C1O)O)[C@@]11O)C(O)=C(C(N)=O)C1=O
CCC(CC)(C(NC(N1C)=O)=O)C1=O
CN1CC(CC2c(cccc3)c3Sc3c2cccc3)CCC1
C[C@@H](C(N(Cc(cc1OC)c(C2)cc1OC)[C@@H]2C(O)=C)=O)N[C@@H](CCc1ccccc1)C([O-])=O
C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11Cl)[C@]2(C)C[C@@H]1O)[C@@]2(C(CCl)=O)O
Cn1nnnc1SCC(CO[C@H]1[C@]2(NC([C@@H](C([O-])=O)c(cc3)ccc3O)=O)OC)=C(C([O-])=O)N1C2=O
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@H](CC1)C3=CC1=O)[C@H]2O
[O-][N+](c(cc1)cc(Cl)c1NC(c(cc(cc1)Cl)c1O)=O)=O
NCCC(c1ccccc1)Oc1ccc(C(F)(F)F)cc1
CCC(O[C@@](Cc1ccccc1)([C@H](C)CNC)c1ccccc1)=O
CCCc1nc(C(C)(C)O)c(C([O-])=O)n1Cc(cc1)ccc1-c(cccc1)c1-c1n[nH]nn1
CC(C)NCC(COc(cccc1)c1OCC=C)O
CN1C(COC(C(C2CCCCC2)(c2ccccc2)O)=O)=NCCC1
CC[N+](C)(CC)CCOC(C(C1CCCCC1)(c1ccccc1)O)=O
CN(Cc1ccccc1)CC#C
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
CCC[C@@H](C([O-])=O)N[C@@H](C)C(N([C@@H](C1)C([O-])=O)[C@@H]2[C@H]1CCCC2)=O
O=C(C1c2ccccc2)c(cccc2)c2C1=O
C[C@@H]1NCCO[C@@H]1c1ccccc1
Nc(cc1)cc(O)c1C(Oc1ccccc1)=O
[O-]C(Cc1ccccc1)=O
CCCOc(cc(cc1)N)c1C(OCCN(CC)CC)=O
C[C@@H](Cc(cc1)cc2c1OCO2)NC[C@@H](c(cc1)cc(O)c1O)O
[O-]C(c1nccnc1)=O
Cc1cc(/C=C/c(ccc2c3)[n+](C)c2ccc3N(C)C)c(C)n1-c1ccccc1
C[C@@H](C(N(Cc1c(C2)cccc1)[C@@H]2C([O-])=O)=O)N[C@@H](CCc1ccccc1)C([O-])=O
C[C@@H](C(N([C@@H](CCC1)[C@@H]1C1)[C@@H]1C([O-])=O)=O)N[C@@H](CCc1ccccc1)C([O-])=O
CC(C)[C@@H](C(N[C@@H](Cc1c[nH]cn1)C(N(CCC1)[C@@H]1C(N[C@@H](C)C([O-])=O)=O)=O)=O)NC([C@H](Cc(cc1)ccc1O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=[NH2+])NC(CNC)=O)=O)=O)=O
CCOC([C@H](CCc1ccccc1)N[C@@H](C)C(N(CC1(C2)SCCS1)[C@@H]2C([O-])=O)=O)=O
C[C@@H](C(N(CC1(C2)SCCS1)[C@@H]2C([O-])=O)=O)N[C@@H](CCc1ccccc1)C([O-])=O
Cn1nnc(-c(cc2)ncc2-c(ccc(N(CC(CO)O2)C2=O)c2)c2F)n1
Cc(cc1)nn1-c1c([C@H](C(F)(F)F)Oc2nc(N)nc(-c3ccc(C[C@@H](C([O-])=O)N)cc3)c2)ccc(Cl)c1
Cc(nc1)nn1-c(nc1)c2[nH]cc(C(C(N(CC3)CCN3C(c3ccccc3)=O)=O)=O)c2c1OC
CC(Cn1c2ncnc(N)c2nc1)OCP([O-])([O-])=O
[O-][N+](c1cnc(NC(c(cccc2)c2O)=O)s1)=O
C[C@@H](C(N([C@@H](C1)C([O-])=O)[C@@H]2[C@@H]1CCCC2)=O)N[C@@H](CCc1ccccc1)C([O-])=O
[O-]P([O-])(OCC(Cl)(Cl)Cl)=O
CC(CN(C)C)CN1c(cccc2)c2Sc2c1cccc2
NC(Cc(cc1)ccc1O)C([O-])=O
CCCCCCCC(CC[C@H]([C@@H](C/C=C\CCCC([O-])=O)[C@H](C1)O)[C@@H]1O)=O
OC[C@@H]([C@@H]([C@@H]1O)O)O[C@@H]1N(C=CC(N1)=O)C1=O
NCCC[C@@H](CC(N[C@@H](CNC([C@H]([C@@H](C1)NC(N)=N[C@H]1O)NC(/C(/NC([C@H](CO)NC([C@H](CO)N1)=O)=O)=C/NC(N)=O)=O)=O)C1=O)=O)N
CCC(C)C(CC)(C(NC(N1)=O)=O)C1=O
C[C@@](CC1)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@H]2C(COC(C)=O)=O
NC(N)=[NH2+]
NCCc1cnc[nH]1
Nc(cc1)ccc1S(Nc1ncccc1)(=O)=O
CN(c1c(C(N2C)=O)[nH]cn1)C2=O
CC(C)[C@H](C)/C=C/[C@H](C)[C@H](CC1)[C@](C)(CCC2)[C@H]1/C2=C/C=C(/C[C@@H](CC1)O)\C1=C
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O)C2=O
Cc(cc(c1ccccc11)O)c1O
Nc(cc1)ccc1S(Nc1ncccn1)(=O)=O
C[C@](CC[C@@H]12)([C@@H](CC3)C2=CCc2c1ccc(O)c2)C3=O
CCOC(C1(CCN(C)CC1)c1ccccc1)=O
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O)[C@@]2(C#C)O
C[N+](C)([C@H](CC1)C2)[C@@H]1C[C@@H]2OC(C(c1ccccc1)O)=O
CN(CC1)[C@H](Cc2ccc3OC)[C@H](CC4)[C@@]11c2c3O[C@H]1C4=O
CC(Cc1ccccc1)NC
OC(Oc1c2cccc1)=C(CC1=C(O)Oc(cccc3)c3C1=O)C2=O
NC(N/N=C/c1ccc([N+]([O-])=O)o1)=O
Nc(cc1)ccc1S(NC(c1ccccc1)=O)(=O)=O
CC(NS(c(cc1)ccc1N)(=O)=O)=O
Nc(cc1)ccc1S(Nc1nccs1)(=O)=O
CN(CCc1c2)[C@@H](Cc(cc3)ccc3Oc3c([C@H](Cc(cc4)cc(O5)c4O)[N+](C)(C)CC4)c4cc(OC)c3O)c1cc5c2OC
C[C@@](C(N1[C@@H](Cc2ccccc2)C(N2[C@H]3CCC2)=O)=O)(NC([C@H](C2)CN(C)[C@H](Cc4c[nH]5)[C@H]2c2c4c5ccc2)=O)O[C@@]13O
OCC(CS)S
CN(C)CCOC(c1ccccc1)c1ccccc1
NC(Nc1ncc(CNc(cc2)ccc2C(NC(CCC([O-])=O)C([O-])=O)=O)nc11)=NC1=O
CCC(C(N1C)=O)(c2ccccc2)NC1=O
CC[C@H](CO)NC([C@H](CN(C)[C@H]1Cc2c[nH]3)C=C1c1c2c3ccc1)=O
C[C@H]([C@]([C@@H]1O[C@H]([C@@H]([C@H]2O)NC)O[C@H](CO)[C@H]2O)(C=O)O)O[C@@H]1O[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)NC(N)=[NH2+])O)NC(N)=[NH2+])[C@H]1O
CC(C)(C(N1C)=O)OC1=O
OC[C@H]([C@@H](C(O)=C1O)OC1=O)O
[O-]C(CCCC[C@H]([C@@H]1N2)SC[C@H]1NC2=O)=O
CC(C)(CO)C(C(NCCCO)=O)O
C/C=C(/C(/c(cc1)ccc1O)=C/C)\c(cc1)ccc1O
CCC(C(CC(C)N(C)C)(c1ccccc1)c1ccccc1)=O
NC(c1cnccc1)=O
CC(C)([C@H]1C([O-])=O)S[C@@H]([C@H]2NC(Cc3ccccc3)=O)N1C2=O
CCCC(NC(N1)=S)=CC1=O
Cc1ncc(CO)c(CO)c1O
Cc(c(C)c1)cc(N2C[C@@H]([C@@H]([C@@H](COP([O-])([O-])=O)O)O)O)c1N=C(C(N1)=O)C2=NC1=O
Cc1c(CCO)sc[n+]1Cc1c(N)nc(C)nc1
CCCCCCCCCCCCCCCC(OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C)=O
CC[C@@H](C)[C@@H](C(N[C@@H](CCCCNC([C@H](CC(N)=O)NC([C@@H](CC([O-])=O)NC([C@H](Cc1cnc[nH]1)NC([C@@H](Cc1ccccc1)NC([C@H]([C@H](C)CC)NC([C@@H](CCCN)N1)=O)=O)=O)=O)=O)=O)C1=O)=O)NC([C@@H](CCC([O-])=O)NC([C@H](CC(C)C)NC([C@H]1N=C([C@H]([C@@H](C)CC)N)SC1)=O)=O)=O
CC(C[N+](C)(C)C)OC(N)=O
Cn1c(C(N(C)C(N2C)=O)=O)c2nc1
CC(c1ccccc1)(c1ncccc1)OCCN(C)C
CNCC(c(cc1)cc(O)c1O)O
C[C@@](C(N1[C@@H](Cc2ccccc2)C(N2[C@H]3CCC2)=O)=O)(NC([C@@H](CN(C)[C@@H]2Cc4c[nH]5)C=C2c2c4c5ccc2)=O)O[C@@]13O
CC(C)NCC(c(cc1)cc(O)c1O)O
CCN(CC)CC(Nc1c(C)cccc1C)=O
Cc1c(NS(c(cc2)ccc2N)(=O)=O)onc1C
C(C1=NCCN1)c1ccccc1
CN(C)CCN(Cc1ccccc1)c1ncccc1
CCN(CC)CCCC(C)Nc1c(ccc(Cl)c2)c2ncc1
CN(C)CCC(c(cc1)ccc1Cl)c1ncccc1
CCN(C(/C=C/C)=O)c1c(C)cccc1
Oc(c(Cc(c(Cl)c(cc1Cl)Cl)c1O)c(c(Cl)c1)Cl)c1Cl
CN(CCCl)CCCl
C[C@@H]([C@@H](c(cc(cc1)OC)c1OC)O)N
C[N+](C)(CCc1c2)[C@H](Cc(cc3)ccc3Oc3c([C@H](Cc(cc4)cc(O5)c4OC)[N+](C)(C)CC4)c4cc(OC)c3OC)c1cc5c2OC
CCC(C)(C(N1C)=O)OC1=O
Cc1ccnc(NS(c(cc2)ccc2N)(=O)=O)n1
Cc1nc(NS(c(cc2)ccc2N)(=O)=O)nc(C)c1
OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1
Nc(cc1)cc(O)c1C([O-])=O
CCN(CC)Cc(cc(cc1)Nc2c(ccc(Cl)c3)c3ncc2)c1O
CC(Oc(cccc1)c1C([O-])=O)=O
[O-][N+](c1ccc([C@H]([C@@H](CO)NC(C(Cl)Cl)=O)O)cc1)=O
C[C@@]([C@H](C[C@H]([C@H](C(O)=C(C(N)=O)C1=O)N(C)C)[C@@]11O)C(C(c2c(cc3)O)=O)=C1O)(c2c3Cl)O
C[C@@](C1)([C@H](CC2)[C@@H](CCC([C@@]3(C)CC4)=CC4=O)[C@H]3C1=O)[C@@]2(C(CO)=O)O
C[C@@](C1)([C@H](CC2)[C@@H](CCC([C@@]3(C)CC4)=CC4=O)[C@H]3C1=O)[C@@]2(C(COC(C)=O)=O)O
CN(C)CCC(c(cc1)ccc1Cl)c1ncccc1
CCN(CC)CCOC(C1(CCCCC1)C1CCCCC1)=O
CCN(CC)C(N1CCN(C)CC1)=O
CN(C=CN1)C1=S
NCC(c(cc1)cc(O)c1O)O
CN(CC[C@@]12c(c(C3)ccc4OC)c4O[C@@H]2C(CC2)=O)[C@@H]3[C@]12O
CCN(CC)CCNC(c(cc1)ccc1N)=O
COc1cc2c([C@@H]([C@@H](C[C@@H]3CC4)N4C[C@@H]3C=C)O)ccnc2cc1
CCCC(C)C(CC=C)(C(NC(N1)=O)=O)C1=O
[O-]C(C(C(C=C1)=O)=C/C1=N/Nc(cc1)ccc1S(Nc1ncccc1)(=O)=O)=O
COc(cc1)ccc1C(c(cc1)ccc1OC)=C(c(cc1)ccc1OC)Cl
CCN(CC)C(SSC(N(CC)CC)=S)=S
CN(c1c(C(N2C)=O)n(CC(CO)O)cn1)C2=O
CC[N+](C)(C)c1cccc(O)c1
C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(COC(C)=O)=O)O
CC(C)(Cc1ccccc1)NC
CC[N+](C)(CC)CCOC(C1c(cccc2)c2Oc2c1cccc2)=O
NC(NC(Cc1ccccc1)=O)=O
CCCN(CCC)S(c(cc1)ccc1C([O-])=O)(=O)=O
CC(CN1c(cccc2)c2Sc2c1cccc2)N(C)C
CN(CC[C@]12c3c(C4)ccc(OC)c3O[C@H]22)[C@H]4[C@@H]1C=C[C@@H]2O
C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(CO)=O)O
NNC(c1ccncc1)=O
NC(NC(NC[C@@H]1CNc(cc2)ccc2C(N[C@H](CCC([O-])=O)C([O-])=O)=O)=C2N1C=O)=NC2=O
NC(NC(NC[C@@H]1CNc(cc2)ccc2C(N[C@@H](CCC([O-])=O)C([O-])=O)=O)=C2N1C=O)=NC2=O
Oc(cc1)ccc1OCc1ccccc1
Cc(cc1)ccc1N(CC1=NCCN1)c1cccc(O)c1
CNCC(c1cccc(O)c1)O
CC(CCCN)Nc1cc(OC)cc2cccnc12
CCN(CC)CCOC(c(cc1)ccc1N)=O
C[N+](C)(C)CCOC(CCC(OCC[N+](C)(C)C)=O)=O
CC(Nc(s1)nnc1S(N)(=O)=O)=O
CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2O
OC(CCN1CCCCC1)(C1CCCC1)c1ccccc1
CCC(C)(C)[C@@H](C(N(CCC1)[C@@H]1[C@]1(O)O[C@@]2(C(C)C)NC([C@H](C3)CN(C)[C@H](Cc4c[nH]5)[C@H]3c3c4c5ccc3)=O)=O)N1C2=O
NNc1nncc2ccccc12
NC(C(C=C/C1=C/C=C(C=C2)C=CC2=C(N)N)=CC1=O)=[NH2+]
CN(CC1)[C@@H](C2)[C@@H](CCCC3)[C@@]13c1c2ccc(O)c1
S=C1N=CNc2c1[nH]cn2
CN(Cc1nc2c(N)nc(N)nc2nc1)c(cc1)ccc1C(NC(CCC([O-])=O)C([O-])=O)=O
C[N+]1(C)[C@@H](C2)[C@@H]3O[C@@H]3[C@H]1C[C@H]2OC(C(CO)c1ccccc1)=O
[O-][N+](c1ccc(/C=N\N(CC(N2)=O)C2=O)o1)=O
CC(COc1ccccc1)N(CCCl)Cc1ccccc1
CN(C(CC1c2ccccc2)=O)C1=O
O=C(C(c1ccccc1)(c1ccccc1)N1)NC1=O
CC(C)[N+](C)(CCOC(C1c(cccc2)c2Oc2c1cccc2)=O)C(C)C
CCCOc(ccc(C(OCCN(CC)CC)=O)c1)c1N
CCc1nc(N)nc(N)c1-c(cc1)ccc1Cl
Cc(c(C)c1)cc(N2C[C@@H]([C@@H]([C@@H](CO)O)O)O)c1N=C(C(N1)=O)C2=NC1=O
Cc1nnc(NS(c(cc2)ccc2N)(=O)=O)s1
CC(N(c1c(C)c(C)no1)S(c(cc1)ccc1N)(=O)=O)=O
CCCCCCC(O[C@H](CC1)[C@](C)(CC2)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)=O
C[C@@]([C@H](C[C@H]([C@H](C(O)=C(C(N)=O)C1=O)N(C)C)[C@@]11O)C2=C1O)(c1cccc(O)c1C2=O)O
CC1(C)C(/C=C/C(/C)=C/C=C/C(/C)=C/CO)=C(C)CCC1
CN([C@H](CC1)C2)[C@@H]1C[C@H]2OC(c1ccccc1)c1ccccc1
CN(C)CCOC(c1ccccc1)c(cc1)ccc1Br
CS(OCCCCOS(C)(=O)=O)(=O)=O
CN(CC1)CCN1C(c1ccccc1)c1ccccc1
C[C@H]([C@H]([C@H](C1)O)O)O[C@H]1O[C@H]([C@@H](C)O[C@H](C1)O[C@H]([C@@H](C)O[C@H](C2)O[C@@H](CC3)C[C@@H](CC4)[C@@]3(C)[C@@H](C[C@H]([C@]3(C)[C@H](CC5)C(CO6)=CC6=O)O)[C@@H]4[C@]35O)[C@H]2O)[C@H]1O
CCCCC(O[C@@H](CC1)[C@@](C)(CC2)[C@@H]1[C@H](CC1)[C@H]2c(cc2)c1cc2O)=O
C[C@@H]([C@@H](c1cccc(O)c1)O)N
COc(c(occ1)c1cc1C=C2)c1OC2=O
NC[C@@H]([C@H]([C@@H]([C@H]1N)O)O)O[C@@H]1O[C@H]([C@@H](CO)O[C@H]1O[C@H]([C@H]([C@@H](C[C@@H]2N)N)O)[C@@H]2O[C@H]([C@@H]([C@H]2O)N)O[C@H](CN)[C@H]2O)[C@H]1O
CCC(c1ccccc1)(C(NCN1)=O)C1=O
CO[C@@H]([C@@H](C[C@H]1[C@@H]2C[C@H](c3c(CC4)c(ccc(OC)c5)c5[nH]3)N4C1)OC(c(cc1OC)cc(OC)c1OC)=O)[C@H]2C(OC)=O
CCC(C)C(CC=C)(C(NC(N1)=O)=O)C1=O
CCC[C@@H](C)[C@@](CC=C)(C(NC(S)=N1)=O)C1=O
CC[N+](CC)(CC)CCC(C1CCCCC1)(c1ccccc1)O
O=C1N(Cc2ccccc2)[C@@H]2[C@@H](CCC3)[S@+]3C[C@H]2N1Cc1ccccc1
CC(CC(c1ccccc1)C1=C(O)Oc(cccc2)c2C1=O)=O
CC(Cc1ccccc1)N
CCN(CC)CCOC(c(ccc(N)c1)c1Cl)=O
COC([C@H]([C@H]1NCCCC1)c1ccccc1)=O
CC(Cc1ccccc1)N
C#CC1(CCCCC1)OC(N)=O
C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](CCC([C@]3(C)CC4)=CC4=O)[C@@]13F)[C@]2(C(COC(C)=O)=O)O
C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(COC(CCC1CCCC1)=O)=O)O
CCN(CCCC(C)Nc1c(ccc(Cl)c2)c2ncc1)CCO
CCCC(C)(COC(N)=O)COC(N)=O
COC([C@H]([C@H]1NCCCC1)c1ccccc1)=O
CCC(CC)(C(C(C)CN1)=O)C1=O
CC(C)CCC[C@H](C)CCC[C@H](C)CCC/C(/C)=C/CC(C(c1c2cccc1)=O)=C(C)C2=O
C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(C=C1)C3=CC1=O)[C@]2(C(CO)=O)O
C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(C=C1)C3=CC1=O)[C@]2(C(COC(C)=O)=O)O
C[C@](C1)([C@@H](CC2)[C@H](CCC([C@]3(C)C=C4)=CC4=O)[C@@H]3C1=O)[C@]2(C(CO)=O)O
OC(CCN1CCCC1)(C1CCCCC1)c1ccccc1
CN(C)C(Oc1c[n+](C)ccc1)=O
CC[N+](CC)(CCNC(C(NCC[N+](CC)(CC)Cc(cccc1)c1Cl)=O)=O)Cc(cccc1)c1Cl
C[C@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CCC([C@]1(C)CC3)=CC3=O)[C@@]12F)O
CCN(CC)CC(OCC([C@](CC1)([C@](C)(C[C@H]2O)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)O)=O)=O
OCCOCCN(CC1)CCN1C(c1ccccc1)c(cc1)ccc1Cl
C=CCN(CC1)[C@@H](C2)[C@@H](CCCC3)[C@@]13c1c2ccc(O)c1
NC(Cc(cc1I)cc(I)c1Oc(cc1)cc(I)c1O)C([O-])=O
CC(C)([C@@H]1C[C@H]2CC1)[C@@]2(C)NC
C[N+](C)(CCC1)CC1OC(C(c1ccccc1)(c1ccccc1)O)=O
CC(C)(C)CC(OCC([C@@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CC1)[C@H]2[C@@](C)(C=C2)C1=CC2=O)O)=O)=O
CN1CCN(CCCN2c(cc(cc3)Cl)c3Sc3c2cccc3)CC1
CN(C)CCCN1c(cccc2)c2Sc2c1cccc2
CO[C@@H]([C@@H](C[C@H]1[C@@H]2C[C@H](c3c(CC4)c(ccc(OC)c5)c5[nH]3)N4C1)OC(/C=C/c(cc1OC)cc(OC)c1OC)=O)[C@H]2C(OC)=O
CCOC(C1(CCN(CCc(cc2)ccc2N)CC1)c1ccccc1)=O
COc1ccc(C(C(c2c3cccc2)=O)C3=O)cc1
CN(C)CCC(c(cc1)ccc1Br)c1ncccc1
CC(C)(C)c1ccc(CN(CC2)CCN2C(c2ccccc2)c(cc2)ccc2Cl)cc1
[O-]C(CCCc(cc1)ccc1N(CCCl)CCCl)=O
CN(C)CCCN1c(cc(cc2)Cl)c2Sc2c1cccc2
CO[C@@H]([C@@H](C[C@H]1[C@@H]2C[C@H](c3c(CC4)c(cccc5)c5[nH]3)N4C1)OC(c(cc1OC)cc(OC)c1OC)=O)[C@H]2C(OC)=O
CN(C)CCC(c(cc1)ccc1Br)c1ncccc1
CN(CC1)[C@@H](C2)[C@@H](CCCC3)[C@@]13c1c2ccc(OC)c1
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O)[C@H]2O
CCN(C(C(c1ccccc1)N1)=O)C1=O
CCC(CCC(N1)=O)(c2ccccc2)C1=O
C[N+]1(C)CCN(CC(C2CCCCC2)(c2ccccc2)O)CC1
CC(C)OP(OC(C)C)(F)=O
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
Cc1cccc(CN(CC2)CCN2C(c2ccccc2)c(cc2)ccc2Cl)c1
COc(cccc1)c1OCC(COC(N)=O)O
CC(CC(N1C)=O)(C1=O)c1ccccc1
C[C@@H](C[C@@H]([C@H](CC1)[C@](C)(C[C@@H]2O)[C@]1(C(CO)=O)O)[C@H]2[C@@]1(C)C=C2)C1=CC2=O
[O-]C(c1cnccc1)=O
Cc1c(C(c2ccccc2)OCCN(C)C)cccc1
OCCN1CCN(CCCN2c(cc(cc3)Cl)c3Sc3c2cccc3)CC1
CCC(c1ccccc1)C1=C(O)Oc(cccc2)c2C1=O
CCC(O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c1ccccc1)=O
CCCCNC(NS(c1ccc(C)cc1)(=O)=O)=O
C[C@](C[C@@H]1O)([C@@H](C[C@H]2O)[C@H](CCC([C@]3(C)C=C4)=CC4=O)[C@@]13F)[C@]2(C(CO)=O)O
CN(C)CCCN1c(cc(C(F)(F)F)cc2)c2Sc2c1cccc2
CCCCNc(cc1)ccc1C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O
NS(c(cc(c(NC=N1)c2)S1(=O)=O)c2Cl)(=O)=O
CCCNC(NS(c(cc1)ccc1Cl)(=O)=O)=O
O=C1Oc(ccc(Cl)c2)c2N1
C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(CO)=O)O
