ID,smiles
979,C1=CC=C(C(=C1)CNCC2=CC=NC=C2)OCC3=CC=CC=C3F.Cl
980,CC1=CC=C(C=C1)C2=NC(=NC(=N2)SC)C(Cl)Cl
981,CCN(CC)C(=S)SC(C(Cl)(Cl)Cl)NC=O
982,C1=CC=NC(=C1)/C=N/N=C/2\NC(=O)C(S2)CC3=CC(=CC=C3)SC(F)F
983,C1C(=NN2C(=NN=C2S1)C3=CC(=NN3)C4=CC=CC=C4)C5=CC6=CC=CC=C6C=C5
984,CN1CCC2=C(C1)SC3=NC(=NC(=C23)NCC4=CC=CC=C4)SC
985,C1=CC=C(C=C1)NCC(COC2=CC=C(C=C2)OCC(CNC3=CC=CC=C3)O)O
986,COC1=CC=C(C=C1)CN=CC2=C(C3=C(N2)C=CC(=C3Cl)Br)O
987,CC(=O)OCCCNC1=C(C2=NON=C2C(=C1)SC3=NC4=CC=CC=C4S3)[N+](=O)[O-]
988,CC1(C2=C(C=CC(=C2)C(=O)OC)[N+](=C1/C=C/C3=CC=CC=C3O)C)C.[I-]
989,CC1=C(C=C(C=C1)NC(=O)C2=C(N(N=C2C(F)(F)F)C)SCC3=CC(=CC=C3)C(F)(F)F)C
990,CC1=CC=CC=C1N2CCN(CC2)C(=O)C3=CC=C(C=C3)OC4=NC=C(C=C4)C(F)(F)F
991,C1=CC=C(C=C1)SC2=C(C=C(C=N2)C3=CC=C(C=C3)Cl)C#N
992,COC1=CN=C(N=C1SC2=CC=CC=C2Cl)C3=CC=CC=N3
993,CC1=C(C=C(C=C1)NC(=O)C2=C(N(N=C2C(F)(F)F)C)SCC3=CC=C(C=C3)Cl)C
994,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)F)N
995,CC(=O)C1=CC(=C(C=C1)N2CCC(CC2)C3=CC(=NN3)C4=C(C=C(C=C4)Cl)Cl)[N+](=O)[O-]
996,CC(=O)C1=CC(=C(C=C1)N2CCC(CC2)C3=CC(=NN3)C4=CC=C(C=C4)Cl)[N+](=O)[O-]
997,CC(=O)C1=CC(=C(C=C1)N2CCC(CC2)C3=CC(=NN3)C4=CC=C(C=C4)OC)[N+](=O)[O-]
998,C1CN(CCC1C(=O)N)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl
999,CC1=CC(=C(C=C1)C)CSC2=NC3=CC(=C(C=C3C(=N)N2CC4=CC=C(C=C4)OC)OC)OC
1000,COC1=C(C=C2C3CC4=C(C=NC5=C(C=NN45)C6=CC=C(C=C6)Cl)C(=O)N3CCC2=C1)OC
1001,CC1=C2CCN(C2=C3C=C(C=C(C3=N1)OC)OC)C4=C(C=C(C=C4)OC)OC
1002,C1=CC=C(C(=C1)C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl)Cl
1003,C1=CC(=CC=C1C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl)F
1004,C1=CC(=CC=C1C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl)C(F)(F)F
1005,COCCCN1C(=N)C2=CC(=C(C=C2N=C1SCC3=CC(=CC=C3)C(F)(F)F)OC)OC
1006,CC1=C(SC(=N1)C2=CC=CC=C2)/C(=N/OC(=O)NC3CCCCC3)/C
1007,CCOC(=O)C1=CN=C2C=CC(=CC2=C1SC3=CC=CC=C3C(=O)OC)C
1008,CC1=C(C=CC=C1Cl)NC(=O)C2=NN(C(=N2)C)C3=CC(=C(C=C3Cl)Cl)OC(C)C
1009,CC(=O)O/N=C/C1=C(N(C2=CC=CC=C21)C)N3CCOCC3
1010,CC1=CC(=CC=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)OCC2=CC=CC=C2
1011,CC1=CC(=C(C=C1)C)NC2=C(C=C(C=C2[N+](=O)[O-])C(=O)N3CC(=O)NC4=CC=CC=C43)[N+](=O)[O-]
1012,C1CN(CCN1CCO)CCOC2=CC(=CC=C2)Cl.Cl
1013,CC1(CC(C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)(C)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-])C
1014,C1CC2CN3CC4CCCC4C5=C3C(=CC(=C5)NC(=O)C6=CC=CC=C6)C2C1
1015,COC1=CC=C(C=C1)NCC2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4
1016,COC1=CC=C(C=C1)C(C(=O)NC2CCCC2)N(C3=CC=C(C=C3)OC)C(=O)C4=C(C(=NS4)C5=CC=C(C=C5)F)N
1017,CC(C(=O)NC1=C(C2=C(S1)CCC2)C#N)SC3=NC(=CC(=N3)C(F)(F)F)C4=CC=CC=C4
1018,CCCCCCCCC[N+]1=CC=CC2=C1C=CC3=CC=CC=C32.[Br-]
1019,COC1=C(C=CC(=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)OC4=NC=C(C=C4)[N+](=O)[O-]
1020,CC1=CC(=NC=C1)N2C(=O)C3=C4C(=C(C=C3)[N+](=O)[O-])C=CC=C4C2=O
1021,C1=CC=C(C=C1)CNC(=O)CN2C=NC(=N2)[N+](=O)[O-]
1022,CC1=C(C=CC(=C1)NC(=O)C)OCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O
1023,C1=CC=C(C=C1)/C=C/C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=CC(=C2)Cl)Cl
1024,C1=CC=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC(=CC=C2)Cl
1025,CC1=CC=C(C=C1)C(=O)/C=C(\CC(=O)C2=CC=C(C=C2)OC)/C3=CC=CC=C3
1026,COC(=O)C1=CC(=CC(=C1)NC(=O)CC2C(=O)N(C(=NC3=CC=CC=C3)S2)CCC4=CNC5=CC=CC=C54)C(=O)OC
1027,CC1=NN=C(C2=CN(N=C12)C3=CC(=CC=C3)Br)C4=CC(=CC=C4)Br
1028,C1C2CC3(CC1CC(C2)(C3)N4C=NC(=N4)Cl)C(=O)NC5=CC(=CC(=C5)OC6=CC=CC=C6)[N+](=O)[O-]
1029,C1=CC(=CC=C1CCNCC2=CC(=C(C=C2)Cl)Cl)F.Cl
1030,C1=CC=C(C(=C1)/C=N/NC(=S)N)OCC2=CC(=CC=C2)Cl
1031,CC1=CC=CC=C1C2C(=C3N=C(C4=C(N3C5=C2C(=O)CC(C5)(C)C)SC6=C4CCCCC6)N)C#N
1032,CC1=C(N=C(S1)N/N=C/C=C/C2=CC=CC=C2)C3=CC=CC=C3
1033,CN1CCC2=C(C1)C(=C(C(=N2)SCC3=CC=C(C=C3)Cl)C#N)C4=CC=CS4
1034,C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2NC(=O)C4=CC=C(O4)COC5=CC=CC=C5[N+](=O)[O-]
1035,C1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=N/NC(=O)C3=CC4=CC=CC=C4O3)Cl
1036,CC1=CC(=NN1CC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)COC4=CC=CC=C4Br)C
1037,COC1=CC=C(C=C1)N=C2N(C(=O)/C(=C/C3=CC=C(O3)N4CCOCC4)/S2)CCC5=CNC6=CC=CC=C65
1038,C/C(=N\NC(=O)C1=CC=C(C=C1)Cl)/C2=CC=C(S2)Br
1039,C1=CC=C2C=C(C=CC2=C1)N3C(=NN=N3)C4=CNC5=C4C=C(C=C5)Cl
1040,CCC(C)C(=O)NC1=NC(=C(S1)C2=CSC(=N2)NC3=CC=C(C=C3)Cl)C
1041,COC1=CC=C(C=C1)CN(C(C2=CC=NC=C2)C(=O)NC3CCCC3)C(=O)CC4=CC=CS4
1042,CC1=CC2=C(C=C1C)N=C(N2)CCN(CC3=CN=CC=C3)C(=S)NC4=CC=C(C=C4)F
1043,CC1=CC=C(C=C1)C(C2=NN=NN2CC3=CC=CC=C3)N4CCC(=CC4)C5=CC=C(C=C5)F
1044,CC(C)C1=CC=C(C=C1)C2C3=C(CC(CC3=O)(C)C)NC4=C2C(=O)C5=CC=CC=C54
1045,COC1=CC=C(C=C1)CNCCC(C2=CC=CC=C2)C3=CC4=C(C=C3)OCO4.Cl
1046,CCC1=CC=C(C=C1)NC(=S)NC2CC3CCCC(C2)N3CC4=CC=CS4
1047,CCOC(=O)C1=C(SC2=C1CCC(C2)C)NC(=O)CN3C=NC(=N3)[N+](=O)[O-]
1048,CC1=CC(=C(C=C1)C)N/C(=N/C2=NC(=CC(=N2)C)C)/N
1049,COC1=C(C=C(C=C1)/C(=N/OC(=O)C2=CC3=C(C=C2)OCO3)/N)OC
1050,CC1=CC=C(C=C1)/C(=N/OC(=O)N2CCOCC2)/N
1051,CC1=CC(=CC=C1)/C(=N/OC(=O)N2CCOCC2)/N
1052,CC[N+]1=C(SC2=C1C=C(C=C2)Cl)/C=C/N(C)C3=CC=CC=C3.[O-]Cl(=O)(=O)=O
1053,CC1=CC2=C(C=C1)N=C(N2)C3CCCN(C3)C(=S)NC4=CC=CC=C4C
1054,C1=CC=C(C=C1)C2=NC(=NN2)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-]
1055,CC1=CC=C(C=C1)C(=O)NNC2=CC(=NC(=N2)N3CCCC3)N4CCCC4
1056,CC(C)OC(=O)C1=C(SC2=C1CCCC2)NC(=O)CN3C=NC(=N3)[N+](=O)[O-]
1057,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=CC=CC=C4C(=O)N3C5=CC=NC=C5
1058,C1CCC(CC1)NC(=O)C(C2=CC=NC=C2)N(CC3=CC=CC=C3)C(=O)C4=CC=C(N4)C5=CC=CC=C5
1059,CC1=CC(=CC=C1)CSC2=C(C=C3CN(CCC3=N2)C)C#N
1060,CC1=C(C(=NN1CC2=CC=C(C=C2)Cl)C)NC(=O)CSC3=NC4=C(CCC5=CC=CC=C54)C(=N3)C(F)(F)F
1061,CCCCCCOC(=O)C[N+](C)(C)CCOC1CC2CCC1(C2(C)C)C.[Cl-]
1062,CC1=CC=C(C=C1)C2=CSC3=C2C(=NC=N3)SCC(=O)N4CCN(CC4)C5=CC=C(C=C5)OC
1063,COC1=CC=CC(=C1)CN(C(C2=CC=CS2)C(=O)NC3CCCCC3)C(=O)CC4=CNC5=CC=CC=C54
1064,CC1=CC(=C2C=C(C(=NC2=C1)Cl)CN(CC3=CN=CC=C3)C(=O)C4=CC=C(C=C4)F)C
1065,C=CCNC(=S)N/N=C/C1=CC=C(O1)C2=C(C=C(C=C2)Cl)Cl
1066,CC1=CC(=C(C=C1)C)NC(=S)N2CCC(CC2)C3=NC4=CC=CC=C4S3
1067,C1CCC(CC1)NC(=O)C(C2=CC=CS2)N(C3=CC=C(C=C3)F)C(=O)CC4=CNC5=CC=CC=C54
1068,CC(C)(C)C1=CC=C(C=C1)C(=O)NNC2=CC(=NC(=N2)N3CCCCC3)N4CCCCC4
1069,CC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-]
1070,CC1=CC=C(C=C1)N2C(=NN=N2)C(C3=NN=NN3C4=CC=C(C=C4)C)(Cl)Cl
1071,C1=CC=C(C=C1)C(=O)/C(=C/C2=CC=C(C=C2)Cl)/C3=NC4=CC=CC=C4N3
1072,C1COCCN1CCCNC2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)[N+](=O)[O-])[N+](=O)[O-]
1073,COC1=CC=C(C=C1)CCNCC2=CC=C(C=C2)SC
1074,COC1=CC=CC(=C1)N2C(=O)C3=CC=CC=C3N=C2SCC(=O)NC4=C(C5=C(S4)CCC5)C(=O)N
1075,CC1=CC=C(C=C1)C(=O)C[N+]2=CC=CC3=CC=CC=C32.[Br-]
1076,CC1=CC=C(O1)C(C(=O)NC2CCCCC2)N(C3=CC=CC=C3)C(=O)CC4=CNC5=CC=CC=C54
1077,CC1=CC=C(C=C1)NC(=O)N(CC2=CC=CO2)CC3=CC4=CC(=CC(=C4N=C3Cl)C)C
1078,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C4=C(C=CC=C4C=C3)C)CC.[I-]
1079,C1CC1C2=NC3=CC=CC=C3C(=N2)SCC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64
1080,CC1=CC2=NC3=C(C=C2C=C1)C=C(S3)C(=O)N(CC(=O)NC4CCCC4)C5=CC=CC(=C5C)C
1081,CC1=CC2=C(C=C1C)N=C(N2)C3=CN=C(C=C3)SCC4=CC=C(C=C4)C#N
1082,CC1=CC=C(C=C1)/C(=C\C2=CC(=C(C=C2)OC3=NC=C(C=C3)[N+](=O)[O-])OC)/C#N
1083,CC1=C2C=C3C(=C(SC3=NC2=C(C=C1)C)C(=O)N4CCCC5=CC=CC=C54)N
1084,CC1=C2C(=CC=C1)C=C(C(=N2)Cl)CN(CC3=CN=CC=C3)C(=O)C4=CC=CC=C4F
1085,CC1=CC=C(C=C1)/C(=C\C2=CC=C(O2)N3CCOCC3)/C#N
1086,CC1=CC(=CC=C1)NC(=S)N(CCC2=NC3=C(N2)C=C(C(=C3)C)C)CC4=CN=CC=C4
1087,CC1=CC(=C(C=C1)C)NC(=S)N(CCC2=NC3=C(N2)C=C(C(=C3)C)C)CC4=CN=CC=C4
1088,CCOCCCNC(=S)NCCNC1=NC2=C(C=CC=C2C=C1C#N)C
1089,CC\1(C2=CC=CC=C2N(/C1=C\C=[N+](C)C3=CC=CC=C3)C)C.[I-]
1090,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C=C3CN(CCC3=N2)C)C#N
1091,CN1CCC2=C(C1)C(=C(C(=N2)SCC(=O)NC3=CC(=CC=C3)F)C#N)C4=CC=CS4
1092,CC1=C(C(=CC=C1)NC(=O)C2=CC=CC(=C2)CN3C=C(C(=N3)[N+](=O)[O-])Br)C
1093,C1COCCOC2=C(C=C(C=C2)Br)OCCOCCOC3=C(C=CC(=C3)Br)OCCO1
1094,CC1=CC=C(C=C1)C(=O)C2=C(SC3=C2CCCC3)NC(=O)C4=CC=NC=C4
1095,C1CCC(CC1)NC(=O)C(C2=CC=C(C=C2)F)N(C3=CC=C(C=C3)F)C(=O)CC4=CSC=C4
1096,C1CCC(C1)N2C(=CN=C2SCC(=O)N3CCC4=CC=CC=C43)C5=CC=CC=C5
1097,CC1=C(SC=C1C(=O)NC2=CC(=CC=C2)[N+](=O)[O-])C3=CC=CC=C3
1098,CC1=CC(=CC=C1)N(C(C2=CC=CS2)C(=O)NC3CCCCC3)C(=O)C(F)(F)F
1099,C1=CC2=C(C=C1Cl)SC(=C2Cl)C(=O)NC3=NC=CS3
1100,[B-](F)(F)(F)F.CC1=CC=C(C=C1)C2=CC(=[N+](O2)C)/C=C/C3=CC=C(C=C3)OC
1101,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC(=CC=C3)Br)C(=O)N/N=C/C4=CC=C(O4)[N+](=O)[O-]
1102,CC1=C2C(=CC=C1)C=C(C(=N2)Cl)CN(CC3=CC=CO3)C(=O)NC4=CC=CC(=C4)C#N
1103,CC(C)(C)C1=NC2=CC=CC=C2C(=N1)SCC(=O)NC3=NC4=C(S3)CCCC4
1104,CC1=C(C(=CC=C1)N(CC(=O)NC2CCCC2)C(=O)C3=CC4=CC5=CC=CC(=C5N=C4S3)C)C
1105,CCN1C2=C(C=C(C=C2)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C41
1106,C1=CC=C(C=C1)NCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-]
1107,C1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=N/NC(=O)C3=CC4=CC=CC=C4O3)Br
1108,CN1CCN(CC1)CC(C2=CC=CC=C2)O
1109,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C3=NN=C(O3)SCC4=CC=C(C=C4)Cl
1110,C1=CC=NC(=C1)N/N=C\C2=C(C(=CC(=C2)Cl)[N+](=O)[O-])O
1111,C1=CC=C(C(=C1)C(=O)NC2=CC(=CC(=C2)SC3=NC4=CC=CC=C4S3)[N+](=O)[O-])F
1112,COC1=CC=CC(=C1)C(=O)NC2CCN(CC2)C(=O)N3C4=CC=CC=C4SC5=CC=CC=C53
1113,COC1=CC=CC=C1C2=NC3=CC=CC4=C3C(=CC=C4)N2
1114,CCN1C2=C(C=CC(=C2)Cl)[N+](=C1/C=C/N(C)C3=CC=CC=C3)CC.[I-]
1115,CC1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)CC(=O)N
1116,COC1=CC=C(C=C1)NC(=O)C2=C(C=CS2)SCC3=CC(=CC=C3)C(F)(F)F
1117,C1=CC(=CC=C1C2=CC=NC3=NC(=NN23)SC4=C(C=C(C=N4)C(F)(F)F)Cl)Cl
1118,CC1=CC=C(C=C1)SC2=NN=C(C3=CC=CC=C32)CC4=CC=CC=C4
1119,CN(C)CCCNC(=O)C1=CC=C(C=C1)C2=NC(=CS2)C3=CC=C(C=C3)Cl
1120,CC1=C2CCN(C2=C3C=C(C=C(C3=N1)OC)OC)C4=CC=C(C=C4)O
1121,C1CC/C(=N\OCC2=CC(=CC=C2)F)/C(C1)C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]
1122,COC1=C(C=C2C(=C1)C(=N)N(C(=N2)SCC3=C(C=C(C=C3)Cl)Cl)CC4=CC=CS4)OC
1123,CC1=C(SC(=N1)NC(=O)C2=CC=CO2)C3=CSC(=N3)NC4=C(C=C(C=C4)Cl)Cl
1124,C1CC/C(=N/OCC2=CC=C(C=C2)F)/C(C1)C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]
1125,COCCCN1C(=N)C2=CC(=C(C=C2N=C1SCC3=CC=CC=C3)OC)OC
1126,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F
1127,CCOC(=O)C1=CN=C(N=C1OC2=CC=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)SC
1128,CC(C)CC(=O)O/N=C\1/C2=C(C=CC(=C2)[N+](=O)[O-])N(C1=O)CC3=CC=C(C=C3)Cl
1129,CC1=C(C(=O)NC(=N1)N2C(=O)C3=C(N2)CCCC3)CC4=CC=CC=C4
1130,C1=CC=C2C(=C1)C=CC=C2NC3=NN=C(S3)C4=CC=NC=C4
1131,CC1=CC(=C(C=C1)S(=O)(=O)C2=C(N=C(C=C2C)C)Cl)C
1132,CC1=C(C2=NC3=CC=CC=C3N2C(=C1)NC4=CC(=CC=C4)[N+](=O)[O-])C#N
1133,C1=CC(=CC=C1C(=O)NC2=NC=C(S2)CC3=C(C=CC(=C3)Cl)Cl)[N+](=O)[O-]
1134,CC1=C(C(=C(N1)O)C=NC2=CC=C(C=C2)C(C)C)C(=O)OC
1135,CN(C)S(=O)(=O)OC1=C(SC=C1)C(=O)NC2=C(C(=CC=C2)Cl)Cl
1136,CC(C)(C)C1=CC=C(C=C1)C2=NN3C=CC(=C(C3=N2)C#N)C4=CC5=C(C=C4)OCO5
1137,CC1=CC=CC=C1S(=O)(=O)C2=C(N=C(C=C2C)C)Cl
1138,CN1C2=CC=CC=C2C(=C1N3CCOCC3)/C=N/OC(=O)C4=CC=C(C=C4)F
1139,CC1=CC=C(C=C1)C(=O)O/N=C/C2=C(N(C3=CC=CC=C32)C)N4CCOCC4
1140,CC1=CC(=CC=C1)C(=O)O/N=C/C2=C(N(C3=CC=CC=C32)C)N4CCOCC4
1141,CN1C2=CC=CC=C2C3=C1SC(=C3)C(=O)NCCCN(C)C
1142,C1CN(CCC1C2=CC(=NN2)C3=CC=C(C=C3)Cl)C4=CC(=NC(=N4)N)Cl
1143,C1=CC(=CC=C1C(=O)/C=C/SC2=NC=NN2)Cl
1144,CC(=S)/C=C\1/N(C2=CC=CC=C2S1)C
1145,C/C(=N\NC(=O)C1=CC(=CC=C1)Cl)/CN2N=C(N=N2)[N+](=O)[O-]
1146,CCCCC1=C(C=C(S1)C2=C(C(=NC3=C2CCCCC3)N)C#N)[N+](=O)[O-]
1147,CC1=CC=C(C=C1)NC2=C(N=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
1148,CC1=CC2=C(C=C1C)N(C=N2)/N=C/C3=CC=C(O3)[N+](=O)[O-]
1149,CC1=C(C(=O)N(N1)C2=CC=CC=C2)/C=N/NC3=NC(=CN=N3)C4=CC=CC=C4
1150,C1=CC=C(C=C1)CN2C=CN=C2SC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]
1151,CC(C)(C)C1CCC(CC1)NCCC2=CC=CC=C2OC
1152,CCN(CC)C1=CC=C(C=C1)CN(C)CCC2=CC(=C(C=C2)OC)OC
1153,C/C(=N\NC(=O)CC1=CC=C(C=C1)Cl)/C2=CC=CC=N2
1154,CC1=CC=C(C=C1)C2(CC2C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])O)C4=CC=C(C=C4)C
1155,C/C(=N\NC(=O)C1=CC=CC=C1Cl)/CN2N=C(N=N2)[N+](=O)[O-]
1156,C1=CC=C2C(=C1)NC(=N2)/C=C/C3=C(C=C(C=C3)Cl)Cl
1157,CCCOC1=C(C=CC(=C1)N(CC)CC)/C=C(/C#N)\C2=NC3=C(N2)C=C(C=C3)C
1158,CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC(=C3)C4=CC5=CC=CC=C5OC4=O
1159,COC1=C(C=C(C=C1Cl)Cl)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CS3
1160,C1=CC=C2C(=C1)C(=C(S2)C(=O)N/N=C/C3=CC=CN3)Cl
1161,C/C(=N\NC(=O)C1=CC(=C(C=C1)Cl)Cl)/CN2N=C(N=N2)[N+](=O)[O-]
1162,CC1=C(C(=CC=C1)NS(=O)(=O)C2=C(C=CC(=C2)C(=O)N3CCC4=CC=CC=C4C3)Cl)C
1163,COC1=C(C=CC(=C1)CNCCC2=CNC3=CC=CC=C32)OCC4=CC=CC=C4F.Cl
1164,C1=CC(=C(C=C1NC(=O)CCCN2C=NC(=N2)[N+](=O)[O-])Cl)Cl
1165,CC1=NC(=NN1C23CC4CC(C2)CC(C4)(C3)Br)[N+](=O)[O-]
1166,CN(CCC1=CC=CC=C1)CC2=CC(=C(C=C2)OCC3=CC=CC=C3)OC
1167,CC1=CC(=CC(=C1)NC2=C(N=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C
1168,CCOC(=O)C1=C(N=C2C(C1C3=CC=C(C=C3)Cl)C(=O)C4=CC=CC=C42)C
1169,CC(C)N1C2=CC=CC=C2/C(=C\C3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5)/C1=O
1170,C1COCCN1C2=CC=C(C=C2)/C=N/NC3=CC(=CC=C3)Cl
1171,CCOC(=O)C1=C(C=C(S1)NC(=O)NC2=CC=C(C=C2)Cl)C
1172,COC1=CC=C(C=C1)C(=O)CC(C2=CC=C(C=C2)Cl)NC3=CC=C(C=C3)[N+](=O)[O-]
1173,C1=CC=C(C=C1)C2=NC(=CS2)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F
1174,CC1=CC(=C(C=C1)C)N(CC(=O)N/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])S(=O)(=O)C4=CC=CC=C4
1175,CC1=C(C(=NN1)C2=C(C=C(C=C2)OCC3=CN(N=C3)C4=CC=CC=C4)O)OC5=CC=C(C=C5)Cl
1176,CC(=O)N(CCC(CC1=CC=CC=C1)C2=CC3=C(C=C2)OCO3)CC4=CC=C(C=C4)Cl
1177,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C4=NC5=CC=CC=C5N4
1178,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCCCC3)CC(=O)C4=CC=C(C=C4)C.[Br-]
1179,COC1=C(C=C(C=C1)Br)C(=O)NC2=CC=C(C=C2)CC3=CC=NC=C3
1180,C1=CC=C(C=C1)C(=O)C(NC2=C(C=CC(=C2)C(F)(F)F)Cl)NC(=O)C3=CC=CC=C3
1181,COC1=CC(=C(C=C1)O)/C=N/NC(=O)C2=CC=C(C=C2)OCC3=CC(=CC=C3)Br
1182,C1C2CC3CC1CC(C2)(C3)NC(=S)NCC4=CC=C(C=C4)Cl
1183,COC1=C(C(=CC(=C1)CNCC2=CC=NC=C2)Br)OCC3=CC=CC=C3F.Cl
1184,CC1=C(C2=C(C=C1)C(=CC(=N2)C3=CN=CC=C3)C(=O)NC4=C(C=C(C=C4)OC)OC)C
1185,CC1=CC(=NC(=N1)SCC(=O)NC2=NN=C(CS2)C3=CC=C(C=C3)Br)C
1186,CC1=C(C=CC(=C1)Br)NC(=O)CN2C(=O)C3C4CC(C3C2=O)C(C4)C5=CC=CC=C5
1187,CC(C)OC1=CC=C(C=C1)CNC(=O)CC(C2=CC=CC=C2)C3=C(C=CC(=C3)Cl)O
1188,C1=CC=C(C=C1)/C=C/C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC(=CC=C2)Cl
1189,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=C(C=C2)Cl)Cl
1190,CCOC(=O)C1=C(SC2=C1CCN(C2)C)NC(=O)CSC3=NC4=C(C5=CC=CC=C5N4)N=N3
1191,COC1=CC(=CC(=C1)NC(=S)NCCC(C2=CC=CC=C2)C3=CC=CC=C3)OC
1192,CC(C)C(CCNCC1=CC(=C(C=C1)OC)OC)C2=CC=C(C=C2)OC(C)C
1193,CS(=O)(=O)N(CC(=O)NC1=C(C=CC=C1F)F)C2=CC=C(C=C2)C34CC5CC(C3)CC(C5)C4
1194,CC1=C(C(=CC=C1)NS(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C4=CC=CC=C4)C)C
1195,CC1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=C(C(=CC=C3)[N+](=O)[O-])C
1196,C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC(=O)NC4=C(C=CC(=C4)Cl)Cl
1197,COC1=CC=C(C=C1)N2N=C(C(=NCCC3=CC=C(C=C3)Cl)N2O)[N+](=O)[O-]
1198,C1COCCN1C2=C(C=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5O4)[N+](=O)[O-]
1199,CS(=O)(=O)N(CC(=O)NC1=CC=C(C=C1)CC#N)C2=CC=C(C=C2)C34CC5CC(C3)CC(C5)C4
1200,C1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)N4CCOCC4)[N+](=O)[O-])Cl
1201,CCOC1=C(C(=CC(=C1)CNCCSC2=NN=NN2C)Br)OCC3=CC=CC=C3F.Cl
1202,CC1=CC(=CC=C1)N2N=C(C(=NCC3=CN=CC=C3)N2O)[N+](=O)[O-]
1203,COC1=C(C=C(C=C1)CCN=C2C(=NN(N2O)C3=CC=CC=C3)[N+](=O)[O-])OC
1204,CC1=CC(=C(N1C2=CN=CC=C2)C)/C=C/3\C(=O)N(C(=S)S3)C4=CC=C(C=C4)[N+](=O)[O-]
1205,C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)CNCC3=CC=NC=C3.Cl
1206,CC1=CC2=C(C=C1)N=C(N2)/C(=C\C3=CC=C(O3)[N+](=O)[O-])/C#N
1207,C1=CC=C(C=C1)NC(=S)N/N=C/C2=CC=C(O2)C3=CC(=CC=C3)[N+](=O)[O-]
1208,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2CCN(CC2)C3=CC(=C(C=C3)[N+](=O)[O-])N4C(=CC(=N4)C)C)C
1209,C1COC2=C(O1)C=CC(=C2)N3N=C(C(=NC4=CC=C(C=C4)Cl)N3O)[N+](=O)[O-]
