,ID,smiles,moleculas
794,794,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCCO)C4=CC=CC=C4)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE0A0>
795,795,CC1=CC2=C(C=C1)NC(=C2/C=N/NC3=NC4=CC=CC=C4S3)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE100>
796,796,CC(=O)C1=NN(C(N1C2=CC=C(C=C2)N(C)C)C3=CC=CS3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE160>
797,797,CCC(C)N1C(=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2CCC5=CCCCC5)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE1C0>
798,798,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NCC4=CC=CS4)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE220>
799,799,CCCCCCCCC/C(=N\O)/C1=CC=CC=N1,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE280>
800,800,COC1=C(C=C(C=C1)C2=NC(=C(O2)NCC3=CN=CC=C3)C#N)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE2E0>
801,801,CC1=CC(=NN1C2=NC(=C3C4=C(COC(C4)(C)C)SC3=N2)NCCC(C)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE340>
802,802,CC1=CC(=NN1C2=NC3=C(C4=C(S3)COC(C4)(C)C)C(=N2)SCCN(C)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE3A0>
803,803,CC1CC(CN(C1)C2=NC=NC3=C2NC4=C3C(=CC=C4)OC)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE400>
804,804,CC1C(=CC2=CC=CC=C2O1)/C=N/NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE460>
805,805,C1=CC2=NC3=C(C=C(C(=N)N3CC4=CN=CC=C4)C(=O)NCC5=CC=C(C=C5)F)C(=O)N2C=C1,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE4C0>
806,806,CCOC1=C(C(=CC(=C1)/C=N/NC(=O)CN2C(=CC(=N2)[N+](=O)[O-])C)Br)OCC3=CC=CC=C3C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE520>
807,807,CC1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE580>
808,808,CC(C)C1(CCOC(C1)(C)C)CCNCC2=CC=C(C=C2)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE5E0>
809,809,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)C3=C(N(C4=NC5=CC=CC=C5N=C34)CCCOC)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE640>
810,810,CC(C)(C)N(CC1=CC=C(C=C1)[N+](=O)[O-])CC(COC2=CC=CC3=C2C(=CN3)CC(=O)OC)O.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE6A0>
811,811,CN(C)CCCN1C2=C(CCCC2)C(=S)N=C1C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE700>
812,812,CN1CCC2=C(C1)SC3=C2C(=NC(=N3)SC)SCC(=O)NC(C4=CC=CC=C4)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE760>
813,813,C1C/C(=C\C2=CC=CC=C2)/C3=C(C1)C(N4C(=NC=N4)N3)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE7C0>
814,814,CCN(CC)CCN1C2=CC=CC=C2C3=CN=C(C(=C31)C#N)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE820>
815,815,CCN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE880>
816,816,CCN(CC)CCNC1=C2CCCCC2=C(C3=NC4=CC=CC=C4N13)C#N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE8E0>
817,817,CN1C2=CC=CC=C2N=C1C3=C(N(C4=NC5=CC=CC=C5N=C34)CCCC6=CC=CC=C6)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE940>
818,818,C1=CC=C2C(=C1)C(=CN2)N(C3=CC=C(C=C3)Cl)C(=O)CCl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AE9A0>
819,819,CN(C)CCN1C2=C(C3=C(S2)CCCCC3)C(=O)N(C1=O)CC4=CC=CO4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEA00>
820,820,CN(C)C(=S)NC1=NC2=C(S1)C=C(C=C2)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEA60>
821,821,C1=CC(=CN=C1)CNC2=NC(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEAC0>
822,822,C1CCC2=C(CC1)SC3=C2C(=O)N(C(=O)N3CCN4CCCCC4)CC5=CC=CO5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEB20>
823,823,C1=CC=C(C=C1)CCCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC5=CC=CS5)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEB80>
824,824,CC1=C(C2=C(C=C1)C(=CC(=O)O2)CN3CCN(CC3)CCO)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEBE0>
825,825,C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3)C5=CC=C(C=C5)Br)C(O2)C6=CC=NC=C6,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEC40>
826,826,CCCCCCCCN1C2=C(N=C1N3CCN(CC3)C4=CC(=CC=C4)Cl)N(C(=O)NC2=O)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AECA0>
827,827,C1=CC(=CC=C1F)SCCC2=CC=NC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AED00>
828,828,CC1=CC(=CC=C1)CN2CCCC(C2)C(=O)N3CCC4=CC=CC=C4C3.C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AED60>
829,829,C1=CC=C2C(=C1)C=CC=C2C(=O)O/N=C(/CC3=CC=C(C=C3)Cl)\N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEDC0>
830,830,CCOC(=O)C1=C(NC2=NC=NN2C1C3=C(C(=C(C=C3)OC)OC)OC)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEE20>
831,831,CC1(CC2=C(CC3=C(N2C4=CC=C(C=C4)OC)CC(CC3=O)(C)C)C(=O)C1)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEE80>
832,832,CCOC(=O)C1=C(O/C(=C(/C#N)\C(F)(F)F)/S1)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEEE0>
833,833,CC1=NN2C(=C1C3=CC=CC=C3)N=C4CCCC4=C2NCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEF40>
834,834,CC(C)(C)C1=NC2=C(C=NN2C(=C1)NCCCN3C=CN=C3)C4=CC=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AEFA0>
835,835,CC1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF040>
836,836,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCO)C4=CC=CC=C4)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF0A0>
837,837,COC1=CC=C(C=C1)C2=NC(=NC(=C2)C#N)N3CCNCC3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF100>
838,838,CC1=NN(C(=C1)NC2=NC3=CC=CC=C3N=C2Cl)C4=CC=C(C=C4)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF160>
839,839,CCCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)S(=O)(=O)C4=CC=C(C=C4)C)NC(=O)C5=CC=CO5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF1C0>
840,840,CC1=C(C2=C(N1)C3=CC=CC=C3C=C2)C4C(C4(C)C)CCN,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF220>
841,841,CC1=CC(=NC(=C1C#N)SCC(=O)C2=C(C=C(C=C2)Cl)Cl)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF280>
842,842,C1CN(CCC1CC2=CC=CC=C2)C3=NC4=CC=CC5=C4C3=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF2E0>
843,843,CC1=CC(=NC2=C1C=CC(=C2)OC)SCC(=O)C3=CC4=C(C=C3)OCO4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF340>
844,844,C1=CC(=CC=C1C2C3=C(NC(N(C3=O)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)NC(=S)N2)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF3A0>
845,845,CCSC1=NC2(CCCCC2)[NH2+]C3=C1C4=C(S3)CCCC4.[I-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF400>
846,846,CC1CCC2=NC3=CC=CC=C3C(=C2C1)C(=O)OCC(=O)NC4=CC(=CC=C4)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF460>
847,847,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C(F)(F)F)N4C=NC=N4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF4C0>
848,848,COC1=C(C=C(C=C1)/C=N/NS(=O)(=O)C2=CC=C(C=C2)F)COC3=C(C=CC(=C3)F)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF520>
849,849,CCN\1C2=CC=CC=C2C(/C1=C/C=C/C3=[N+](C4=CC=CC=C4C3(C)C)CC)(C)C.[O-]Cl(=O)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF580>
850,850,C1COC2=C(O1)C=CC(=C2)NC(=O)C3=CC=CC4=NC5=CC=CC=C5N=C43,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF5E0>
851,851,CCC1=CC=C(C=C1)C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF640>
852,852,C1CN(CC2=CC=CC=C21)CC3=C4C=CC=NC4=C(C=C3)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF6A0>
853,853,CCCCN1C(=O)CC2=C3C(=C(N=C(C3=C(N=C21)N)N)N(CCC)CCC)C#N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF700>
854,854,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)C(=O)NC4=CC5=CC=CC=C5C=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF760>
855,855,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CSC3=CC=CC4=C3N=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF7C0>
856,856,CC(C)(C)C1=CC=C(C=C1)NC(=O)COC2=CC=C(C=C2)N3C=CN=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF820>
857,857,CCN1C(=C(C2=CC=CC=C21)/C=N/NC3=NC4=CC=CC=C4S3)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF880>
858,858,CCN1CCN(CC1)C(C2=CN=CC=C2)C3=CC(=C4C=CC=NC4=C3O)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF8E0>
859,859,CC1CCN(CC1)C(C2=CN=CC=C2)C3=C(SC(=C3C)C)NC(=O)C4=CC=CO4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF940>
860,860,C1COC2=C(O1)C=CC(=C2)C3=NNC(=NC4=CC=C(C=C4)SC(F)F)SC3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AF9A0>
861,861,COC1=CC=C(C=C1)C2=C[N+]3=C4N2CCCCC4=C(C3)C5=CC=CC=C5.[Br-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFA00>
862,862,CC1=CC=C(C=C1)N2C3=[N+](C=C2C4=CC=C(C=C4)Br)C5=C(CC3)C=CC6=C5N=CC=C6.[Br-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFA60>
863,863,C1CCC(CC1)N=C2C3=CC=CC=C3C(=NC4CCCCC4)N2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFAC0>
864,864,CC1=C(C(NC(=S)N1)C2=CN(N=C2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C(=O)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFB20>
865,865,CC1(CC2=C(CS1)C(=NC3=C2C4=C(S3)C(=NN=N4)NCC5=CC=CC=C5)N6CCOCC6)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFB80>
866,866,CCN1CCN(CC1)CC2=CC(=CC=C2)OC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFBE0>
867,867,CC1=CC=CC=C1N2CCN(CC2)CC3=CNC4=CC=CC=C43,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFC40>
868,868,C1=CC=C2C(=C1)N=C(C(=N2)NC3=CC=C(C=C3)O)NC4=CC=C(C=C4)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFCA0>
869,869,C1CN(CCN1CC2=CNC3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-].C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFD00>
870,870,C1COCCN1C2=C(C=C(C=C2)NC(=O)CSC3=NN=NN3C4=CC=CC5=CC=CC=C54)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFD60>
871,871,CC1=CC2=C(C=C1)N=C(N=C2C3=CC=CC=C3)N/N=C\C4=CC=C(O4)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFDC0>
872,872,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)[N+](=O)[O-])NNC(=O)NC2=CC(=C(C=C2)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFE20>
873,873,CCCCCN1C2=C(C(=C1N)C3=NC4=CC=CC=C4S3)C(=NN(C2=O)C)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFE80>
874,874,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)CN4C(=O)C(NC4=O)(CC5=CC=CC=C5)CC6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFEE0>
875,875,CC1=CC(=C(C=C1Br)C)SCC(=O)N/N=C/C2=C(C=C(C=C2)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFF40>
876,876,C1=CC=C2C(=C1)NC(=N2)/C(=C\C3=CC=C(C=C3)Cl)/C(=O)C4=CC=CS4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7AFFA0>
877,877,CC1=C(C(=CC=C1)C)NC(=S)N/N=C/C2=CC=C(C=C2)OCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0040>
878,878,C1CC2=C(C1)C=C(C=C2)NC(=O)CN3C=NC4=C(C3=O)C=CC(=C4)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B00A0>
879,879,CC1=CC=C(C=C1)C23CC4CC(C2)CC(C4)(C3)NC(=O)NCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0100>
880,880,CNC(=S)N1C(CC(=N1)C2=CC=C(C=C2)Br)C3=CC=C(C=C3)Br,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0160>
881,881,CCOC1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4OC3=O)C5=C(N2)C=CC6=CC=CC=C65,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B01C0>
882,882,COC1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4OC3=O)C5=C(N2)C=CC6=CC=CC=C65,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0220>
883,883,CCOC(=O)/C(=N\NC1=CC=C(C=C1)Cl)/C2=CSC(=N2)NC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0280>
884,884,CCN(CC(=C)C)C1=C(C2=C3CC(=O)N(C3=NC(=C2C(=N1)N)N)C45CC6CC(C4)CC(C6)C5)C#N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B02E0>
885,885,C1=CC(=C(C=C1O)O)/C=N/NC2=NC=CN=C2Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0340>
886,886,C1CC(CN(C1)S(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])C(=O)NC3=NC(=CS3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B03A0>
887,887,CCC1(C(=O)N(C(=O)N1)CC(=O)NC2=C(C=C(S2)C3=CC=CC=C3)C(=O)OCC)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0400>
888,888,CC(C)C1=CC=C(C=C1)NC(=O)NC2CCN(CC2)CC(=O)NC3=CC=CC4=CC=CC=C43,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0460>
889,889,CC1=C(C=C(C=C1)Cl)NC2=C/C(=N\S(=O)(=O)C3=CC=CS3)/C4=CC=CC=C4C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B04C0>
890,890,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0520>
891,891,CCOC(=O)C1=C(C=C(S1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(C)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0580>
892,892,CCC1=C(C(=NC2=CC=CC=C2N1)NC(=O)NC3=CC(=C(C=C3)Cl)Cl)C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B05E0>
893,893,CN(C)CCCNC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N(C)C2=CC=CC=C2.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0640>
894,894,CC1=CC=CC=C1NC2=C/C(=N\S(=O)(=O)C3=CC=CS3)/C4=CC=CC=C4C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B06A0>
895,895,CCC1(C(=O)N(C(=O)N1)CC(=O)NC2=C(C=C(S2)C3=CC=CC=C3)C(=O)OCC)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0700>
896,896,CC1=C(C(NC(=S)N1C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0760>
897,897,C1CCN(C(C1)C(=O)NC2=NC(=CS2)C3=CC=CC=C3)S(=O)(=O)C4=CC=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B07C0>
898,898,C1=CC(=CC=C1C2=CC3=C(S2)C(=O)NC(=N3)CCl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0820>
899,899,CCOC1=C(C(=CC(=C1)CNC2=CC=C(C=C2)Br)Br)OCC(=O)NC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0880>
900,900,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NN=C(C4=CC=CC=C43)C5=NC=CN5)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B08E0>
901,901,COC1=CC=C(C=C1)C2=NC3=C(N2CC4=CC=CC=C4)C(=O)NC(=O)N3CC5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0940>
902,902,C1=CC=C(C=C1)C2=C(N=C(N2)N=NC3=CC=CC=C3O)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B09A0>
903,903,CC1=C(C=C(C=C1)C2=C(SC(=N2)NC(=O)C3=NN(C=C3[N+](=O)[O-])C)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0A00>
904,904,CCN(CC)C1=CC(=C(C=C1)/C=N/NC2=NC3=CC=CC=C3N2)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0A60>
905,905,C1CC2CN3CC4CCCC4C5=C3C(=CC(=C5)NC(=O)C6=CC=C(C=C6)[N+](=O)[O-])C2C1,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0AC0>
906,906,C1=CC=C(C=C1)P(=O)(CCCCCCCCCP(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0B20>
907,907,CC1=CC2=CC(=C(N2C=C1)C=S)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0B80>
908,908,CC1=CN2C(=CC(=C2C=S)C(C)(C)C)C=C1,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0BE0>
909,909,CC(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4C(CC(=N4)C(F)F)(C(F)F)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0C40>
910,910,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=N3)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0CA0>
911,911,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0D00>
912,912,CCOC(=O)C1=C(SC(=C1C2=CC=CC=C2)C)NC(=O)C3=C(ON=C3C4=CC=CC=C4)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0D60>
913,913,C1CN(CCN(C1)C(=O)COC2=C(C=C(C=C2)Cl)Cl)C(=O)COC3=C(C=C(C=C3)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0DC0>
914,914,CCCOC1=CC=C(C=C1)OCCOCCN2CCC3=CC=CC=C3C2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0E20>
915,915,C=CCN(CC=C)C(=S)NC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0E80>
916,916,CCOC1=C(C(=CC(=C1)CNC2=CC=CC3=CC=CC=C32)Br)OCC(=O)NC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0EE0>
917,917,COC1=C(C=C(C=C1)CC(=O)NC2=C(C(=CS2)C3=CC=CC4=CC=CC=C43)C(=O)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0F40>
918,918,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CN(N=C3)CC4=C(C=CC=C4Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B0FA0>
919,919,CCOC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)C(=O)OC)C(=C(S2)C(=O)C4=CC=C(C=C4)Br)N)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1040>
920,920,CCC1=C(C(=NC2=C1C(=O)CC(C2)(C)C)SCCC(=O)NC3=CC=C(C=C3)OCC)C#N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B10A0>
921,921,CCC1=C(C(=NC2=C1C(=O)CC(C2)(C)C)SCCC(=O)NC3=CC=C(C=C3)F)C#N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1100>
922,922,COC1=C(C=C(C=C1)CCNCC2=CC(=C(C=C2)OCC3=CN=C(C=C3)Cl)OC)OC.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1160>
923,923,CC(C1=CC=C(C=C1)C(C)(C)C)NC(=O)C2=CC=CC(=C2)CN3C=C(C=N3)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B11C0>
924,924,CC1=C(C(=NN1CC2=CC(=CC=C2)C(=O)NC3=NN(C=C3)CC4=C(C(=CC(=C4F)F)F)F)C)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1220>
925,925,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3S2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1280>
926,926,COC1=C(C(=CC(=C1)CNC2CCCC2)Cl)OCC3=CC=CC=C3F.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B12E0>
927,927,CC1=CC=C(C=C1)NC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1340>
928,928,CC1=C(C=C(C=C1)NCC2=CC(=C(C(=C2)Cl)OCC=C)OC)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B13A0>
929,929,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1400>
930,930,CC1=CC(=C(C=C1)N2C(=O)C3CC(=C4C5C=CC(C4C3C2=O)C6C5C(=O)N(C6=O)C7=C(C=C(C=C7)C)C)C8=CC=CC=C8)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1460>
931,931,CC1=C(N2C=CC=CC2=C1C(=O)NC3=CC=C(C=C3)Cl)C(=O)C4=CC=C(C=C4)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B14C0>
932,932,C=CCNC(=S)N/N=C/C1=CC=C(C=C1)OCC2=CC=CC=C2Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1520>
933,933,CC1=C(C(=NN1CC2=CC(=C(C=C2)Cl)Cl)C)NC(=O)C3=CN(N=C3C4=CC=CC=C4)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1580>
934,934,CC1=CC(=NC2=C1C3=C(S2)C(C(=C(O3)N)C#N)C4=CC(=CC=C4)F)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B15E0>
935,935,CCCC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=CC=C(O4)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1640>
936,936,COC1=CC=C(C=C1)OCCOCCN2CCC3=CC=CC=C3C2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B16A0>
937,937,CCC(=O)NC1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7B1700>
